h;s;l;emotion
251;42;30;грусть
252;42;30;грусть
253;42;30;грусть
254;42;30;грусть
255;42;30;грусть
256;42;30;грусть
257;42;30;грусть
258;42;30;грусть
259;42;30;грусть
260;42;30;грусть
261;42;30;грусть
262;42;30;грусть
263;42;30;грусть
264;42;30;грусть
265;42;30;грусть
266;42;30;грусть
267;42;30;грусть
268;42;30;грусть
269;42;30;грусть
270;42;30;грусть
230;26;38;грусть
231;26;38;грусть
232;26;38;грусть
233;26;38;грусть
234;26;38;грусть
235;26;38;грусть
236;26;38;грусть
237;26;38;грусть
238;26;38;грусть
239;26;38;грусть
240;26;38;грусть
241;26;38;грусть
242;26;38;грусть
243;26;38;грусть
244;26;38;грусть
245;26;38;грусть
246;26;38;грусть
247;26;38;грусть
248;26;38;грусть
249;26;38;грусть
250;26;38;грусть
251;26;38;грусть
252;26;38;грусть
253;26;38;грусть
254;26;38;грусть
255;26;38;грусть
256;26;38;грусть
257;26;38;грусть
258;26;38;грусть
259;26;38;грусть
260;26;38;грусть
261;26;38;грусть
262;26;38;грусть
263;26;38;грусть
264;26;38;грусть
265;26;38;грусть
266;26;38;грусть
267;26;38;грусть
268;26;38;грусть
269;26;38;грусть
270;26;38;грусть
230;78;38;грусть
231;78;38;грусть
232;78;38;грусть
233;78;38;грусть
234;78;38;грусть
235;78;38;грусть
236;78;38;грусть
237;78;38;грусть
238;78;38;грусть
239;78;38;грусть
240;78;38;грусть
241;78;38;грусть
242;78;38;грусть
243;78;38;грусть
244;78;38;грусть
245;78;38;грусть
246;78;38;грусть
247;78;38;грусть
248;78;38;грусть
249;78;38;грусть
250;78;38;грусть
251;78;38;грусть
252;78;38;грусть
253;78;38;грусть
254;78;38;грусть
255;78;38;грусть
256;78;38;грусть
257;78;38;грусть
258;78;38;грусть
259;78;38;грусть
260;78;38;грусть
261;78;38;грусть
262;78;38;грусть
263;78;38;грусть
264;78;38;грусть
265;78;38;грусть
266;78;38;грусть
267;78;38;грусть
268;78;38;грусть
269;78;38;грусть
270;78;38;грусть
210;78;38;грусть
211;78;38;грусть
212;78;38;грусть
213;78;38;грусть
214;78;38;грусть
215;78;38;грусть
216;78;38;грусть
217;78;38;грусть
218;78;38;грусть
219;78;38;грусть
220;78;38;грусть
221;78;38;грусть
222;78;38;грусть
223;78;38;грусть
224;78;38;грусть
225;78;38;грусть
226;78;38;грусть
227;78;38;грусть
228;78;38;грусть
229;78;38;грусть
230;78;38;грусть
230;70;43;грусть
231;70;43;грусть
232;70;43;грусть
233;70;43;грусть
234;70;43;грусть
235;70;43;грусть
236;70;43;грусть
237;70;43;грусть
238;70;43;грусть
239;70;43;грусть
240;70;43;грусть
241;70;43;грусть
242;70;43;грусть
243;70;43;грусть
244;70;43;грусть
245;70;43;грусть
246;70;43;грусть
247;70;43;грусть
248;70;43;грусть
249;70;43;грусть
250;70;43;грусть
251;70;43;грусть
252;70;43;грусть
253;70;43;грусть
254;70;43;грусть
255;70;43;грусть
256;70;43;грусть
257;70;43;грусть
258;70;43;грусть
259;70;43;грусть
260;70;43;грусть
261;70;43;грусть
262;70;43;грусть
263;70;43;грусть
264;70;43;грусть
265;70;43;грусть
266;70;43;грусть
267;70;43;грусть
268;70;43;грусть
269;70;43;грусть
270;70;43;грусть
210;70;43;грусть
211;70;43;грусть
212;70;43;грусть
213;70;43;грусть
214;70;43;грусть
215;70;43;грусть
216;70;43;грусть
217;70;43;грусть
218;70;43;грусть
219;70;43;грусть
220;70;43;грусть
221;70;43;грусть
222;70;43;грусть
223;70;43;грусть
224;70;43;грусть
225;70;43;грусть
226;70;43;грусть
227;70;43;грусть
228;70;43;грусть
229;70;43;грусть
230;70;43;грусть
230;87;36;грусть
231;87;36;грусть
232;87;36;грусть
233;87;36;грусть
234;87;36;грусть
235;87;36;грусть
236;87;36;грусть
237;87;36;грусть
238;87;36;грусть
239;87;36;грусть
240;87;36;грусть
241;87;36;грусть
242;87;36;грусть
243;87;36;грусть
244;87;36;грусть
245;87;36;грусть
246;87;36;грусть
247;87;36;грусть
248;87;36;грусть
249;87;36;грусть
250;87;36;грусть
251;87;36;грусть
252;87;36;грусть
253;87;36;грусть
254;87;36;грусть
255;87;36;грусть
256;87;36;грусть
257;87;36;грусть
258;87;36;грусть
259;87;36;грусть
260;87;36;грусть
261;87;36;грусть
262;87;36;грусть
263;87;36;грусть
264;87;36;грусть
265;87;36;грусть
266;87;36;грусть
267;87;36;грусть
268;87;36;грусть
269;87;36;грусть
270;87;36;грусть
210;87;36;грусть
211;87;36;грусть
212;87;36;грусть
213;87;36;грусть
214;87;36;грусть
215;87;36;грусть
216;87;36;грусть
217;87;36;грусть
218;87;36;грусть
219;87;36;грусть
220;87;36;грусть
221;87;36;грусть
222;87;36;грусть
223;87;36;грусть
224;87;36;грусть
225;87;36;грусть
226;87;36;грусть
227;87;36;грусть
228;87;36;грусть
229;87;36;грусть
230;87;36;грусть
230;95;44;грусть
231;95;44;грусть
232;95;44;грусть
233;95;44;грусть
234;95;44;грусть
235;95;44;грусть
236;95;44;грусть
237;95;44;грусть
238;95;44;грусть
239;95;44;грусть
240;95;44;грусть
241;95;44;грусть
242;95;44;грусть
243;95;44;грусть
244;95;44;грусть
245;95;44;грусть
246;95;44;грусть
247;95;44;грусть
248;95;44;грусть
249;95;44;грусть
250;95;44;грусть
251;95;44;грусть
252;95;44;грусть
253;95;44;грусть
254;95;44;грусть
255;95;44;грусть
256;95;44;грусть
257;95;44;грусть
258;95;44;грусть
259;95;44;грусть
260;95;44;грусть
261;95;44;грусть
262;95;44;грусть
263;95;44;грусть
264;95;44;грусть
265;95;44;грусть
266;95;44;грусть
267;95;44;грусть
268;95;44;грусть
269;95;44;грусть
270;95;44;грусть
230;100;55;грусть
231;100;55;грусть
232;100;55;грусть
233;100;55;грусть
234;100;55;грусть
235;100;55;грусть
236;100;55;грусть
237;100;55;грусть
238;100;55;грусть
239;100;55;грусть
240;100;55;грусть
241;100;55;грусть
242;100;55;грусть
243;100;55;грусть
244;100;55;грусть
245;100;55;грусть
246;100;55;грусть
247;100;55;грусть
248;100;55;грусть
249;100;55;грусть
250;100;55;грусть
251;100;55;грусть
252;100;55;грусть
253;100;55;грусть
254;100;55;грусть
255;100;55;грусть
256;100;55;грусть
257;100;55;грусть
258;100;55;грусть
259;100;55;грусть
260;100;55;грусть
261;100;55;грусть
262;100;55;грусть
263;100;55;грусть
264;100;55;грусть
265;100;55;грусть
266;100;55;грусть
267;100;55;грусть
268;100;55;грусть
269;100;55;грусть
270;100;55;грусть
230;92;55;грусть
231;92;55;грусть
232;92;55;грусть
233;92;55;грусть
234;92;55;грусть
235;92;55;грусть
236;92;55;грусть
237;92;55;грусть
238;92;55;грусть
239;92;55;грусть
240;92;55;грусть
241;92;55;грусть
242;92;55;грусть
243;92;55;грусть
244;92;55;грусть
245;92;55;грусть
246;92;55;грусть
247;92;55;грусть
248;92;55;грусть
249;92;55;грусть
250;92;55;грусть
251;92;55;грусть
252;92;55;грусть
253;92;55;грусть
254;92;55;грусть
255;92;55;грусть
256;92;55;грусть
257;92;55;грусть
258;92;55;грусть
259;92;55;грусть
260;92;55;грусть
261;92;55;грусть
262;92;55;грусть
263;92;55;грусть
264;92;55;грусть
265;92;55;грусть
266;92;55;грусть
267;92;55;грусть
268;92;55;грусть
269;92;55;грусть
270;92;55;грусть
240;85;59;грусть
241;85;59;грусть
242;85;59;грусть
243;85;59;грусть
244;85;59;грусть
245;85;59;грусть
246;85;59;грусть
247;85;59;грусть
248;85;59;грусть
249;85;59;грусть
250;85;59;грусть
251;85;59;грусть
252;85;59;грусть
253;85;59;грусть
254;85;59;грусть
255;85;59;грусть
256;85;59;грусть
257;85;59;грусть
258;85;59;грусть
259;85;59;грусть
260;85;59;грусть
230;64;36;грусть
231;64;36;грусть
232;64;36;грусть
233;64;36;грусть
234;64;36;грусть
235;64;36;грусть
236;64;36;грусть
237;64;36;грусть
238;64;36;грусть
239;64;36;грусть
240;64;36;грусть
241;64;36;грусть
242;64;36;грусть
243;64;36;грусть
244;64;36;грусть
245;64;36;грусть
246;64;36;грусть
247;64;36;грусть
248;64;36;грусть
249;64;36;грусть
250;64;36;грусть
251;64;36;грусть
252;64;36;грусть
253;64;36;грусть
254;64;36;грусть
255;64;36;грусть
256;64;36;грусть
257;64;36;грусть
258;64;36;грусть
259;64;36;грусть
260;64;36;грусть
261;64;36;грусть
262;64;36;грусть
263;64;36;грусть
264;64;36;грусть
265;64;36;грусть
266;64;36;грусть
267;64;36;грусть
268;64;36;грусть
269;64;36;грусть
270;64;36;грусть
210;64;36;грусть
211;64;36;грусть
212;64;36;грусть
213;64;36;грусть
214;64;36;грусть
215;64;36;грусть
216;64;36;грусть
217;64;36;грусть
218;64;36;грусть
219;64;36;грусть
220;64;36;грусть
221;64;36;грусть
222;64;36;грусть
223;64;36;грусть
224;64;36;грусть
225;64;36;грусть
226;64;36;грусть
227;64;36;грусть
228;64;36;грусть
229;64;36;грусть
230;64;36;грусть
230;23;36;грусть
231;23;36;грусть
232;23;36;грусть
233;23;36;грусть
234;23;36;грусть
235;23;36;грусть
236;23;36;грусть
237;23;36;грусть
238;23;36;грусть
239;23;36;грусть
240;23;36;грусть
241;23;36;грусть
242;23;36;грусть
243;23;36;грусть
244;23;36;грусть
245;23;36;грусть
246;23;36;грусть
247;23;36;грусть
248;23;36;грусть
249;23;36;грусть
250;23;36;грусть
251;23;36;грусть
252;23;36;грусть
253;23;36;грусть
254;23;36;грусть
255;23;36;грусть
256;23;36;грусть
257;23;36;грусть
258;23;36;грусть
259;23;36;грусть
260;23;36;грусть
261;23;36;грусть
262;23;36;грусть
263;23;36;грусть
264;23;36;грусть
265;23;36;грусть
266;23;36;грусть
267;23;36;грусть
268;23;36;грусть
269;23;36;грусть
270;23;36;грусть
210;23;36;грусть
211;23;36;грусть
212;23;36;грусть
213;23;36;грусть
214;23;36;грусть
215;23;36;грусть
216;23;36;грусть
217;23;36;грусть
218;23;36;грусть
219;23;36;грусть
220;23;36;грусть
221;23;36;грусть
222;23;36;грусть
223;23;36;грусть
224;23;36;грусть
225;23;36;грусть
226;23;36;грусть
227;23;36;грусть
228;23;36;грусть
229;23;36;грусть
230;23;36;грусть
230;23;29;грусть
231;23;29;грусть
232;23;29;грусть
233;23;29;грусть
234;23;29;грусть
235;23;29;грусть
236;23;29;грусть
237;23;29;грусть
238;23;29;грусть
239;23;29;грусть
240;23;29;грусть
241;23;29;грусть
242;23;29;грусть
243;23;29;грусть
244;23;29;грусть
245;23;29;грусть
246;23;29;грусть
247;23;29;грусть
248;23;29;грусть
249;23;29;грусть
250;23;29;грусть
251;23;29;грусть
252;23;29;грусть
253;23;29;грусть
254;23;29;грусть
255;23;29;грусть
256;23;29;грусть
257;23;29;грусть
258;23;29;грусть
259;23;29;грусть
260;23;29;грусть
261;23;29;грусть
262;23;29;грусть
263;23;29;грусть
264;23;29;грусть
265;23;29;грусть
266;23;29;грусть
267;23;29;грусть
268;23;29;грусть
269;23;29;грусть
270;23;29;грусть
210;23;29;грусть
211;23;29;грусть
212;23;29;грусть
213;23;29;грусть
214;23;29;грусть
215;23;29;грусть
216;23;29;грусть
217;23;29;грусть
218;23;29;грусть
219;23;29;грусть
220;23;29;грусть
221;23;29;грусть
222;23;29;грусть
223;23;29;грусть
224;23;29;грусть
225;23;29;грусть
226;23;29;грусть
227;23;29;грусть
228;23;29;грусть
229;23;29;грусть
230;23;29;грусть
230;23;19;грусть
231;23;19;грусть
232;23;19;грусть
233;23;19;грусть
234;23;19;грусть
235;23;19;грусть
236;23;19;грусть
237;23;19;грусть
238;23;19;грусть
239;23;19;грусть
240;23;19;грусть
241;23;19;грусть
242;23;19;грусть
243;23;19;грусть
244;23;19;грусть
245;23;19;грусть
246;23;19;грусть
247;23;19;грусть
248;23;19;грусть
249;23;19;грусть
250;23;19;грусть
251;23;19;грусть
252;23;19;грусть
253;23;19;грусть
254;23;19;грусть
255;23;19;грусть
256;23;19;грусть
257;23;19;грусть
258;23;19;грусть
259;23;19;грусть
260;23;19;грусть
261;23;19;грусть
262;23;19;грусть
263;23;19;грусть
264;23;19;грусть
265;23;19;грусть
266;23;19;грусть
267;23;19;грусть
268;23;19;грусть
269;23;19;грусть
270;23;19;грусть
210;23;19;грусть
211;23;19;грусть
212;23;19;грусть
213;23;19;грусть
214;23;19;грусть
215;23;19;грусть
216;23;19;грусть
217;23;19;грусть
218;23;19;грусть
219;23;19;грусть
220;23;19;грусть
221;23;19;грусть
222;23;19;грусть
223;23;19;грусть
224;23;19;грусть
225;23;19;грусть
226;23;19;грусть
227;23;19;грусть
228;23;19;грусть
229;23;19;грусть
230;23;19;грусть
230;23;24;грусть
231;23;24;грусть
232;23;24;грусть
233;23;24;грусть
234;23;24;грусть
235;23;24;грусть
236;23;24;грусть
237;23;24;грусть
238;23;24;грусть
239;23;24;грусть
240;23;24;грусть
241;23;24;грусть
242;23;24;грусть
243;23;24;грусть
244;23;24;грусть
245;23;24;грусть
246;23;24;грусть
247;23;24;грусть
248;23;24;грусть
249;23;24;грусть
250;23;24;грусть
251;23;24;грусть
252;23;24;грусть
253;23;24;грусть
254;23;24;грусть
255;23;24;грусть
256;23;24;грусть
257;23;24;грусть
258;23;24;грусть
259;23;24;грусть
260;23;24;грусть
261;23;24;грусть
262;23;24;грусть
263;23;24;грусть
264;23;24;грусть
265;23;24;грусть
266;23;24;грусть
267;23;24;грусть
268;23;24;грусть
269;23;24;грусть
270;23;24;грусть
210;23;24;грусть
211;23;24;грусть
212;23;24;грусть
213;23;24;грусть
214;23;24;грусть
215;23;24;грусть
216;23;24;грусть
217;23;24;грусть
218;23;24;грусть
219;23;24;грусть
220;23;24;грусть
221;23;24;грусть
222;23;24;грусть
223;23;24;грусть
224;23;24;грусть
225;23;24;грусть
226;23;24;грусть
227;23;24;грусть
228;23;24;грусть
229;23;24;грусть
230;23;24;грусть
230;26;16;грусть
231;26;16;грусть
232;26;16;грусть
233;26;16;грусть
234;26;16;грусть
235;26;16;грусть
236;26;16;грусть
237;26;16;грусть
238;26;16;грусть
239;26;16;грусть
240;26;16;грусть
241;26;16;грусть
242;26;16;грусть
243;26;16;грусть
244;26;16;грусть
245;26;16;грусть
246;26;16;грусть
247;26;16;грусть
248;26;16;грусть
249;26;16;грусть
250;26;16;грусть
251;26;16;грусть
252;26;16;грусть
253;26;16;грусть
254;26;16;грусть
255;26;16;грусть
256;26;16;грусть
257;26;16;грусть
258;26;16;грусть
259;26;16;грусть
260;26;16;грусть
261;26;16;грусть
262;26;16;грусть
263;26;16;грусть
264;26;16;грусть
265;26;16;грусть
266;26;16;грусть
267;26;16;грусть
268;26;16;грусть
269;26;16;грусть
270;26;16;грусть
210;26;16;грусть
211;26;16;грусть
212;26;16;грусть
213;26;16;грусть
214;26;16;грусть
215;26;16;грусть
216;26;16;грусть
217;26;16;грусть
218;26;16;грусть
219;26;16;грусть
220;26;16;грусть
221;26;16;грусть
222;26;16;грусть
223;26;16;грусть
224;26;16;грусть
225;26;16;грусть
226;26;16;грусть
227;26;16;грусть
228;26;16;грусть
229;26;16;грусть
230;26;16;грусть
230;17;16;грусть
231;17;16;грусть
232;17;16;грусть
233;17;16;грусть
234;17;16;грусть
235;17;16;грусть
236;17;16;грусть
237;17;16;грусть
238;17;16;грусть
239;17;16;грусть
240;17;16;грусть
241;17;16;грусть
242;17;16;грусть
243;17;16;грусть
244;17;16;грусть
245;17;16;грусть
246;17;16;грусть
247;17;16;грусть
248;17;16;грусть
249;17;16;грусть
250;17;16;грусть
251;17;16;грусть
252;17;16;грусть
253;17;16;грусть
254;17;16;грусть
255;17;16;грусть
256;17;16;грусть
257;17;16;грусть
258;17;16;грусть
259;17;16;грусть
260;17;16;грусть
261;17;16;грусть
262;17;16;грусть
263;17;16;грусть
264;17;16;грусть
265;17;16;грусть
266;17;16;грусть
267;17;16;грусть
268;17;16;грусть
269;17;16;грусть
270;17;16;грусть
210;17;16;грусть
211;17;16;грусть
212;17;16;грусть
213;17;16;грусть
214;17;16;грусть
215;17;16;грусть
216;17;16;грусть
217;17;16;грусть
218;17;16;грусть
219;17;16;грусть
220;17;16;грусть
221;17;16;грусть
222;17;16;грусть
223;17;16;грусть
224;17;16;грусть
225;17;16;грусть
226;17;16;грусть
227;17;16;грусть
228;17;16;грусть
229;17;16;грусть
230;17;16;грусть
230;31;16;грусть
231;31;16;грусть
232;31;16;грусть
233;31;16;грусть
234;31;16;грусть
235;31;16;грусть
236;31;16;грусть
237;31;16;грусть
238;31;16;грусть
239;31;16;грусть
240;31;16;грусть
241;31;16;грусть
242;31;16;грусть
243;31;16;грусть
244;31;16;грусть
245;31;16;грусть
246;31;16;грусть
247;31;16;грусть
248;31;16;грусть
249;31;16;грусть
250;31;16;грусть
251;31;16;грусть
252;31;16;грусть
253;31;16;грусть
254;31;16;грусть
255;31;16;грусть
256;31;16;грусть
257;31;16;грусть
258;31;16;грусть
259;31;16;грусть
260;31;16;грусть
261;31;16;грусть
262;31;16;грусть
263;31;16;грусть
264;31;16;грусть
265;31;16;грусть
266;31;16;грусть
267;31;16;грусть
268;31;16;грусть
269;31;16;грусть
270;31;16;грусть
210;31;16;грусть
211;31;16;грусть
212;31;16;грусть
213;31;16;грусть
214;31;16;грусть
215;31;16;грусть
216;31;16;грусть
217;31;16;грусть
218;31;16;грусть
219;31;16;грусть
220;31;16;грусть
221;31;16;грусть
222;31;16;грусть
223;31;16;грусть
224;31;16;грусть
225;31;16;грусть
226;31;16;грусть
227;31;16;грусть
228;31;16;грусть
229;31;16;грусть
230;31;16;грусть
11;41;56;радость
12;41;56;радость
13;41;56;радость
14;41;56;радость
15;41;56;радость
16;41;56;радость
17;41;56;радость
18;41;56;радость
19;41;56;радость
20;41;56;радость
21;41;56;радость
22;41;56;радость
23;41;56;радость
24;41;56;радость
25;41;56;радость
26;41;56;радость
27;41;56;радость
28;41;56;радость
29;41;56;радость
30;41;56;радость
31;41;56;радость
32;41;56;радость
33;41;56;радость
34;41;56;радость
35;41;56;радость
36;41;56;радость
37;41;56;радость
38;41;56;радость
39;41;56;радость
40;41;56;радость
41;41;56;радость
42;41;56;радость
43;41;56;радость
44;41;56;радость
45;41;56;радость
46;41;56;радость
47;41;56;радость
48;41;56;радость
49;41;56;радость
50;41;56;радость
51;41;56;радость
52;41;56;радость
53;41;56;радость
54;41;56;радость
55;41;56;радость
56;41;56;радость
57;41;56;радость
58;41;56;радость
59;41;56;радость
60;41;56;радость
61;41;56;радость
62;41;56;радость
63;41;56;радость
64;41;56;радость
65;41;56;радость
66;41;56;радость
67;41;56;радость
68;41;56;радость
69;41;56;радость
70;41;56;радость
71;41;56;радость
72;41;56;радость
73;41;56;радость
74;41;56;радость
75;41;56;радость
76;41;56;радость
77;41;56;радость
78;41;56;радость
79;41;56;радость
80;41;56;радость
81;41;56;радость
82;41;56;радость
83;41;56;радость
84;41;56;радость
85;41;56;радость
86;41;56;радость
87;41;56;радость
88;41;56;радость
89;41;56;радость
90;41;56;радость
91;41;56;радость
92;41;56;радость
93;41;56;радость
94;41;56;радость
95;41;56;радость
96;41;56;радость
97;41;56;радость
98;41;56;радость
99;41;56;радость
100;41;56;радость
101;41;56;радость
102;41;56;радость
103;41;56;радость
104;41;56;радость
105;41;56;радость
106;41;56;радость
107;41;56;радость
108;41;56;радость
109;41;56;радость
110;41;56;радость
111;41;56;радость
112;41;56;радость
113;41;56;радость
114;41;56;радость
115;41;56;радость
116;41;56;радость
117;41;56;радость
118;41;56;радость
119;41;56;радость
120;41;56;радость
121;41;56;радость
122;41;56;радость
123;41;56;радость
124;41;56;радость
125;41;56;радость
126;41;56;радость
127;41;56;радость
128;41;56;радость
129;41;56;радость
130;41;56;радость
131;41;56;радость
132;41;56;радость
133;41;56;радость
134;41;56;радость
135;41;56;радость
136;41;56;радость
137;41;56;радость
138;41;56;радость
139;41;56;радость
140;41;56;радость
141;41;56;радость
142;41;56;радость
143;41;56;радость
144;41;56;радость
145;41;56;радость
146;41;56;радость
147;41;56;радость
148;41;56;радость
149;41;56;радость
150;41;56;радость
151;41;56;радость
152;41;56;радость
153;41;56;радость
154;41;56;радость
155;41;56;радость
156;41;56;радость
157;41;56;радость
158;41;56;радость
159;41;56;радость
160;41;56;радость
161;41;56;радость
162;41;56;радость
163;41;56;радость
164;41;56;радость
165;41;56;радость
166;41;56;радость
167;41;56;радость
168;41;56;радость
169;41;56;радость
170;41;56;радость
171;41;56;радость
172;41;56;радость
173;41;56;радость
174;41;56;радость
175;41;56;радость
176;41;56;радость
177;41;56;радость
178;41;56;радость
179;41;56;радость
180;41;56;радость
181;41;56;радость
182;41;56;радость
183;41;56;радость
184;41;56;радость
185;41;56;радость
186;41;56;радость
187;41;56;радость
188;41;56;радость
189;41;56;радость
190;41;56;радость
191;41;56;радость
192;41;56;радость
193;41;56;радость
194;41;56;радость
195;41;56;радость
196;41;56;радость
197;41;56;радость
198;41;56;радость
199;41;56;радость
200;41;56;радость
201;41;56;радость
202;41;56;радость
203;41;56;радость
204;41;56;радость
205;41;56;радость
206;41;56;радость
207;41;56;радость
208;41;56;радость
209;41;56;радость
210;41;56;радость
11;66;56;радость
12;66;56;радость
13;66;56;радость
14;66;56;радость
15;66;56;радость
16;66;56;радость
17;66;56;радость
18;66;56;радость
19;66;56;радость
20;66;56;радость
21;66;56;радость
22;66;56;радость
23;66;56;радость
24;66;56;радость
25;66;56;радость
26;66;56;радость
27;66;56;радость
28;66;56;радость
29;66;56;радость
30;66;56;радость
31;66;56;радость
32;66;56;радость
33;66;56;радость
34;66;56;радость
35;66;56;радость
36;66;56;радость
37;66;56;радость
38;66;56;радость
39;66;56;радость
40;66;56;радость
41;66;56;радость
42;66;56;радость
43;66;56;радость
44;66;56;радость
45;66;56;радость
46;66;56;радость
47;66;56;радость
48;66;56;радость
49;66;56;радость
50;66;56;радость
51;66;56;радость
52;66;56;радость
53;66;56;радость
54;66;56;радость
55;66;56;радость
56;66;56;радость
57;66;56;радость
58;66;56;радость
59;66;56;радость
60;66;56;радость
61;66;56;радость
62;66;56;радость
63;66;56;радость
64;66;56;радость
65;66;56;радость
66;66;56;радость
67;66;56;радость
68;66;56;радость
69;66;56;радость
70;66;56;радость
71;66;56;радость
72;66;56;радость
73;66;56;радость
74;66;56;радость
75;66;56;радость
76;66;56;радость
77;66;56;радость
78;66;56;радость
79;66;56;радость
80;66;56;радость
81;66;56;радость
82;66;56;радость
83;66;56;радость
84;66;56;радость
85;66;56;радость
86;66;56;радость
87;66;56;радость
88;66;56;радость
89;66;56;радость
90;66;56;радость
91;66;56;радость
92;66;56;радость
93;66;56;радость
94;66;56;радость
95;66;56;радость
96;66;56;радость
97;66;56;радость
98;66;56;радость
99;66;56;радость
100;66;56;радость
101;66;56;радость
102;66;56;радость
103;66;56;радость
104;66;56;радость
105;66;56;радость
106;66;56;радость
107;66;56;радость
108;66;56;радость
109;66;56;радость
110;66;56;радость
111;66;56;радость
112;66;56;радость
113;66;56;радость
114;66;56;радость
115;66;56;радость
116;66;56;радость
117;66;56;радость
118;66;56;радость
119;66;56;радость
120;66;56;радость
121;66;56;радость
122;66;56;радость
123;66;56;радость
124;66;56;радость
125;66;56;радость
126;66;56;радость
127;66;56;радость
128;66;56;радость
129;66;56;радость
130;66;56;радость
131;66;56;радость
132;66;56;радость
133;66;56;радость
134;66;56;радость
135;66;56;радость
136;66;56;радость
137;66;56;радость
138;66;56;радость
139;66;56;радость
140;66;56;радость
141;66;56;радость
142;66;56;радость
143;66;56;радость
144;66;56;радость
145;66;56;радость
146;66;56;радость
147;66;56;радость
148;66;56;радость
149;66;56;радость
150;66;56;радость
151;66;56;радость
152;66;56;радость
153;66;56;радость
154;66;56;радость
155;66;56;радость
156;66;56;радость
157;66;56;радость
158;66;56;радость
159;66;56;радость
160;66;56;радость
161;66;56;радость
162;66;56;радость
163;66;56;радость
164;66;56;радость
165;66;56;радость
166;66;56;радость
167;66;56;радость
168;66;56;радость
169;66;56;радость
170;66;56;радость
171;66;56;радость
172;66;56;радость
173;66;56;радость
174;66;56;радость
175;66;56;радость
176;66;56;радость
177;66;56;радость
178;66;56;радость
179;66;56;радость
180;66;56;радость
181;66;56;радость
182;66;56;радость
183;66;56;радость
184;66;56;радость
185;66;56;радость
186;66;56;радость
187;66;56;радость
188;66;56;радость
189;66;56;радость
190;66;56;радость
191;66;56;радость
192;66;56;радость
193;66;56;радость
194;66;56;радость
195;66;56;радость
196;66;56;радость
197;66;56;радость
198;66;56;радость
199;66;56;радость
200;66;56;радость
201;66;56;радость
202;66;56;радость
203;66;56;радость
204;66;56;радость
205;66;56;радость
206;66;56;радость
207;66;56;радость
208;66;56;радость
209;66;56;радость
210;66;56;радость
30;100;12;страх
31;100;12;страх
32;100;12;страх
33;100;12;страх
34;100;12;страх
35;100;12;страх
36;100;12;страх
37;100;12;страх
38;100;12;страх
39;100;12;страх
40;100;12;страх
41;100;12;страх
42;100;12;страх
43;100;12;страх
44;100;12;страх
45;100;12;страх
46;100;12;страх
47;100;12;страх
48;100;12;страх
49;100;12;страх
50;100;12;страх
51;100;12;страх
52;100;12;страх
53;100;12;страх
54;100;12;страх
55;100;12;страх
56;100;12;страх
57;100;12;страх
58;100;12;страх
59;100;12;страх
60;100;12;страх
61;100;12;страх
62;100;12;страх
63;100;12;страх
64;100;12;страх
65;100;12;страх
66;100;12;страх
67;100;12;страх
68;100;12;страх
69;100;12;страх
70;100;12;страх
71;100;12;страх
72;100;12;страх
73;100;12;страх
74;100;12;страх
75;100;12;страх
76;100;12;страх
77;100;12;страх
78;100;12;страх
79;100;12;страх
80;100;12;страх
81;100;12;страх
82;100;12;страх
83;100;12;страх
84;100;12;страх
85;100;12;страх
86;100;12;страх
87;100;12;страх
88;100;12;страх
89;100;12;страх
90;100;12;страх
30;100;17;страх
31;100;17;страх
32;100;17;страх
33;100;17;страх
34;100;17;страх
35;100;17;страх
36;100;17;страх
37;100;17;страх
38;100;17;страх
39;100;17;страх
40;100;17;страх
41;100;17;страх
42;100;17;страх
43;100;17;страх
44;100;17;страх
45;100;17;страх
46;100;17;страх
47;100;17;страх
48;100;17;страх
49;100;17;страх
50;100;17;страх
51;100;17;страх
52;100;17;страх
53;100;17;страх
54;100;17;страх
55;100;17;страх
56;100;17;страх
57;100;17;страх
58;100;17;страх
59;100;17;страх
60;100;17;страх
61;100;17;страх
62;100;17;страх
63;100;17;страх
64;100;17;страх
65;100;17;страх
66;100;17;страх
67;100;17;страх
68;100;17;страх
69;100;17;страх
70;100;17;страх
71;100;17;страх
72;100;17;страх
73;100;17;страх
74;100;17;страх
75;100;17;страх
76;100;17;страх
77;100;17;страх
78;100;17;страх
79;100;17;страх
80;100;17;страх
81;100;17;страх
82;100;17;страх
83;100;17;страх
84;100;17;страх
85;100;17;страх
86;100;17;страх
87;100;17;страх
88;100;17;страх
89;100;17;страх
90;100;17;страх
30;93;17;страх
31;93;17;страх
32;93;17;страх
33;93;17;страх
34;93;17;страх
35;93;17;страх
36;93;17;страх
37;93;17;страх
38;93;17;страх
39;93;17;страх
40;93;17;страх
41;93;17;страх
42;93;17;страх
43;93;17;страх
44;93;17;страх
45;93;17;страх
46;93;17;страх
47;93;17;страх
48;93;17;страх
49;93;17;страх
50;93;17;страх
51;93;17;страх
52;93;17;страх
53;93;17;страх
54;93;17;страх
55;93;17;страх
56;93;17;страх
57;93;17;страх
58;93;17;страх
59;93;17;страх
60;93;17;страх
61;93;17;страх
62;93;17;страх
63;93;17;страх
64;93;17;страх
65;93;17;страх
66;93;17;страх
67;93;17;страх
68;93;17;страх
69;93;17;страх
70;93;17;страх
71;93;17;страх
72;93;17;страх
73;93;17;страх
74;93;17;страх
75;93;17;страх
